The	O
initial	O
learning	B-DeepLearning
rate	I-DeepLearning
was	O
set	O
to	O
0.0005	O
,	O
as	O
shown	O
in	O
Table	O
1	O
.	O
Deep	O
Voice	O
3	O
is	O
a	O
fully	O
convolutional	B-DeepLearning
architecture	O
for	O
speech	O
synthesis	O
.	O
Its	O
character-to-spectrogram	O
architecture	O
enables	O
fully	O
parallel	O
computation	O
and	O
the	O
training	O
is	O
much	O
faster	O
than	O
at	O
the	O
RNN	B-DeepLearning
architectures	O
.	O
Those	O
features	O
are	O
in	O
a	O
key	O
,	O
value	O
form	O
and	O
they	O
are	O
fed	O
into	O
the	O
attention-based	B-DeepLearning
decoder	I-DeepLearning
.	O
The	O
hidden	B-DeepLearning
layers	I-DeepLearning
of	O
the	O
decoder	B-DeepLearning
are	O
fed	O
into	O
the	O
third	O
converter	O
layer	O
,	O
which	O
is	O
capable	O
of	O
predicting	O
the	O
acoustic	O
features	O
for	O
waveform	O
synthesis	O
.	O
The	O
training	B-DeepLearning
of	I-DeepLearning
the	I-DeepLearning
model	I-DeepLearning
is	O
followed	O
by	O
validation	O
,	O
which	O
means	O
that	O
each	O
10K	B-DeepLearning
steps	I-DeepLearning
are	O
evaluated	O
before	O
the	O
training	O
process	O
proceeds	O
.	O
The	O
evaluation	O
is	O
done	O
on	O
external	O
,	O
unknown	O
sentences	O
that	O
provide	O
insight	O
into	O
the	O
advancement	O
of	O
the	O
learnt	O
dependencies	O
between	O
the	O
dataset	B-DeepLearning
and	O
the	O
hidden	B-DeepLearning
layer	I-DeepLearning
weights	B-DeepLearning
.	O
Deep	O
Voice	O
3	O
suggested	O
that	O
parameters	B-DeepLearning
worked	O
perfectly	O
for	O
our	O
model	B-DeepLearning
,	O
thus	O
we	O
used	O
the	O
same	O
hyperparameters	B-DeepLearning
without	O
increasing	O
the	O
demand	O
due	O
to	O
our	O
resource	O
limitations	O
.	O
The	O
model	B-DeepLearning
started	O
to	O
produce	O
an	O
intelligible	O
,	O
understandable	O
,	O
and	O
partially	O
human-like	O
speech	O
after	O
50	B-DeepLearning
K	I-DeepLearning
steps	I-DeepLearning
,	O
as	O
observed	O
from	O
the	O
figure	O
.	O
Loss	B-DeepLearning
function	I-DeepLearning
is	O
a	O
metric	O
that	O
refers	O
to	O
the	O
accuracy	B-DeepLearning
of	O
the	O
prediction	O
.	O
The	O
main	O
objective	O
is	O
to	O
minimize	O
the	O
model	B-DeepLearning
errors	O
or	O
minimize	O
the	O
loss	B-DeepLearning
function	I-DeepLearning
.	O
In	O
our	O
case	O
,	O
the	O
loss	B-DeepLearning
functions	I-DeepLearning
behaves	O
in	O
a	O
desired	O
manner	O
,	O
it	O
gradually	O
decreases	O
,	O
converging	B-DeepLearning
to	O
a	O
value	O
of	O
0.1731	O
after	O
162.2	B-DeepLearning
K	I-DeepLearning
steps	I-DeepLearning
in	O
four	O
days	O
and	O
11	O
h	O
of	O
training	O
.	O
Learning	B-DeepLearning
rate	I-DeepLearning
plays	O
a	O
vital	O
role	O
in	O
minimizing	O
the	O
loss	B-DeepLearning
function	I-DeepLearning
.	O
The	O
gradient	B-DeepLearning
norm	I-DeepLearning
that	O
is	O
presented	O
in	O
the	O
same	O
figure	O
calculates	O
the	O
L2	B-DeepLearning
norm	I-DeepLearning
of	O
the	O
gradients	B-DeepLearning
of	O
the	O
last	B-DeepLearning
layer	I-DeepLearning
of	O
the	O
Deep	B-DeepLearning
learning	I-DeepLearning
network	I-DeepLearning
.	O
It	O
is	O
an	O
indicator	O
showing	O
whether	O
the	O
weights	B-DeepLearning
of	O
the	O
Deep	B-DeepLearning
learning	I-DeepLearning
network	I-DeepLearning
are	O
properly	O
updated	O
.	O
This	O
problem	O
affects	O
the	O
upper	O
layers	O
of	O
the	O
Deep	B-DeepLearning
learning	I-DeepLearning
network	I-DeepLearning
,	O
making	O
it	O
really	O
hard	O
for	O
the	O
network	O
to	O
learn	O
and	O
tune	B-DeepLearning
the	I-DeepLearning
parameters	I-DeepLearning
.	O
In	O
such	O
case	O
,	O
the	O
model	B-DeepLearning
is	O
unstable	O
and	O
it	O
is	O
not	O
able	O
to	O
learn	O
from	O
data	O
,	O
since	O
the	O
accumulation	O
of	O
large	O
error	B-DeepLearning
gradients	I-DeepLearning
during	O
the	O
training	O
process	O
result	O
in	O
very	O
large	O
updates	O
in	O
the	O
Deep	B-DeepLearning
learning	I-DeepLearning
model	I-DeepLearning
weights	I-DeepLearning
.	O
By	O
principles	O
of	O
transfer	B-DeepLearning
learning	I-DeepLearning
we	O
tried	O
to	O
fine-tune	O
the	O
Russian	O
TTS	B-DeepLearning
model	I-DeepLearning
.	O
So	O
as	O
to	O
automatically	O
and	O
accurately	O
classify	O
the	O
FCGR	O
encoded	O
data	O
,	O
we	O
experimentally	O
compared	O
Multilayer	B-DeepLearning
Perceptron	I-DeepLearning
Artificial	B-DeepLearning
Neural	I-DeepLearning
Network	I-DeepLearning
MLP-ANN	B-DeepLearning
,	O
Support	O
Vector	O
Machine	O
SVM	O
and	O
Naïve	O
Bayes	O
NB	O
,	O
which	O
are	O
frontline	O
pattern	O
recognition	O
tools	O
in	O
machine	B-DeepLearning
learning	I-DeepLearning
.	O
The	O
MLP-ANN	B-DeepLearning
contains	O
64	B-DeepLearning
neurons	I-DeepLearning
in	O
the	O
input	B-DeepLearning
layer	I-DeepLearning
64	O
element	O
FCGR	O
,	O
6	B-DeepLearning
neurons	I-DeepLearning
in	O
the	O
output	B-DeepLearning
layer	I-DeepLearning
5	O
mutation	O
classes	O
and	O
1	O
normal	O
class	O
and	O
two	O
hidden	B-DeepLearning
layers	I-DeepLearning
with	O
the	O
neurons	O
experimentally	O
varied	O
from	O
10	O
to	O
100	O
.	O
The	O
result	O
obtained	O
by	O
varying	O
the	O
neurons	O
in	O
the	O
hidden	B-DeepLearning
layer	I-DeepLearning
is	O
reported	O
in	O
Sect	O
3	O
.	O
Deep	B-DeepLearning
neural	I-DeepLearning
networks	I-DeepLearning
DNN	B-DeepLearning
or	O
deep	B-DeepLearning
learning	I-DeepLearning
models	I-DeepLearning
,	O
were	O
proved	O
to	O
be	O
able	O
to	O
extract	O
automatically	O
useful	O
features	O
from	O
input	O
patterns	O
.	O
Under	O
this	O
framework	O
,	O
Long	B-DeepLearning
Short-Term	I-DeepLearning
Memory	I-DeepLearning
LSTM	B-DeepLearning
is	O
a	O
recurrent	B-DeepLearning
unit	I-DeepLearning
that	O
reads	O
a	O
sequence	O
one	O
step	O
at	O
a	O
time	O
and	O
can	O
exploit	O
long	O
range	O
relations	O
.	O
In	O
this	O
work	O
,	O
we	O
propose	O
a	O
DNN	B-DeepLearning
model	I-DeepLearning
for	O
nucleosome	O
identification	O
on	O
sequences	O
from	O
three	O
different	O
species	O
.	O
Recently	O
deep	B-DeepLearning
neural	I-DeepLearning
networks	I-DeepLearning
or	O
deep	B-DeepLearning
learning	I-DeepLearning
models	I-DeepLearning
,	O
were	O
proved	O
to	O
be	O
able	O
to	O
automatically	O
extract	O
useful	O
features	O
from	O
input	O
patterns	O
with	O
no	O
a	O
priori	O
information	O
.	O
The	O
two	O
main	O
categories	O
of	O
deep	B-DeepLearning
neural	I-DeepLearning
models	I-DeepLearning
are	O
Convolutional	B-DeepLearning
Neural	I-DeepLearning
Networks	I-DeepLearning
CNN	B-DeepLearning
and	O
Recurrent	B-DeepLearning
Neural	I-DeepLearning
Networks	I-DeepLearning
RNN	B-DeepLearning
.	O
CNNs	B-DeepLearning
are	O
characterized	O
by	O
an	O
initial	B-DeepLearning
layer	I-DeepLearning
of	O
convolutional	B-DeepLearning
filters	I-DeepLearning
,	O
followed	O
by	O
a	O
non	O
Linearity	O
,	O
a	O
sub-sampling	O
,	O
and	O
a	O
fully	B-DeepLearning
connected	I-DeepLearning
layer	I-DeepLearning
which	O
realized	O
the	O
final	O
classification	O
.	O
Conversely	O
,	O
in	O
this	O
work	O
we	O
want	O
to	O
avoid	O
the	O
feature	O
extraction	O
step	O
in	O
order	O
to	O
fully	O
exploit	O
the	O
capabilities	O
of	O
DNNs	B-DeepLearning
,	O
making	O
use	O
of	O
a	O
convolutional	B-DeepLearning
layer	I-DeepLearning
for	O
extracting	O
features	O
from	O
local	O
sequences	O
of	O
nucleotides	O
,	O
and	O
an	O
LSTM	B-DeepLearning
to	O
take	O
into	O
account	O
longer-range	O
positional	O
information	O
.	O
Another	O
important	O
component	O
of	O
a	O
deep	B-DeepLearning
neural	I-DeepLearning
network	I-DeepLearning
is	O
the	O
max-pooling	B-DeepLearning
layer	O
,	O
that	O
usually	O
follows	O
the	O
recurrent	O
or	O
convolutional	B-DeepLearning
layers	I-DeepLearning
in	O
the	O
computation	O
flow	O
.	O
The	O
dropout	B-DeepLearning
layer	I-DeepLearning
randomly	O
sets	O
to	O
zero	O
the	O
output	O
from	O
the	O
preceding	O
layer	O
during	O
training	O
,	O
with	O
a	O
probability	O
p	O
given	O
as	O
a	O
fixed	O
parameter	B-DeepLearning
.	O
When	O
p	O
=	O
0.5	O
,	O
it	O
is	O
equivalent	O
to	O
training	O
2|W|	O
networks	O
with	O
shared	O
parameters	B-DeepLearning
,	O
where	O
|W|	O
is	O
the	O
number	O
of	O
neurons	O
subject	O
to	O
dropout	B-DeepLearning
.	O
This	O
results	O
in	O
a	O
strong	O
regularization	B-DeepLearning
effect	O
,	O
which	O
helps	O
in	O
preventing	O
overfitting	B-DeepLearning
.	O
We	O
propose	O
three	O
kind	O
of	O
architectures	O
,	O
obtained	O
by	O
the	O
composition	O
of	O
six	O
kinds	O
of	O
neural	B-DeepLearning
layers:	I-DeepLearning
a	O
convolutional	B-DeepLearning
layer	I-DeepLearning
,	O
a	O
max	B-DeepLearning
pooling	I-DeepLearning
layer	I-DeepLearning
,	O
a	O
dropout	B-DeepLearning
layer	I-DeepLearning
,	O
a	O
long	B-DeepLearning
short-term	I-DeepLearning
memory	I-DeepLearning
LSTM	B-DeepLearning
layer	O
,	O
a	O
fully	B-DeepLearning
connected	I-DeepLearning
layer	I-DeepLearning
and	O
a	O
softmax	B-DeepLearning
layer	O
.	O
The	O
Max	B-DeepLearning
Pooling	I-DeepLearning
operation	O
with	O
width	O
and	O
stride	B-DeepLearning
2	O
helps	O
to	O
capture	O
the	O
most	O
salient	O
features	O
extracted	O
by	O
the	O
previous	O
layer	O
and	O
reduces	O
the	O
output	O
size	O
from	O
145	O
to	O
72	O
vectors	B-DeepLearning
.	O
The	O
Dropout	B-DeepLearning
operation	O
with	O
probability	O
p	O
=	O
0.5	O
is	O
used	O
to	O
prevent	O
overfitting	B-DeepLearning
during	O
the	O
training	B-DeepLearning
phase	I-DeepLearning
.	O
We	O
notice	O
that	O
the	O
best	O
architecture	O
is	O
the	O
CONV-LSTM-FCX2	B-DeepLearning
.	O
We	O
have	O
proposed	O
a	O
novel	O
model	B-DeepLearning
parameter	I-DeepLearning
training	O
scheme	O
based	O
on	O
the	O
concepts	O
of	O
quantum	O
computing	O
.	O
We	O
apply	O
deep	B-DeepLearning
learning	I-DeepLearning
methods	I-DeepLearning
in	O
this	O
paper	O
,	O
namely	O
we	O
use	O
convolutional	B-DeepLearning
neural	I-DeepLearning
networks	I-DeepLearning
CNNs	B-DeepLearning
for	O
description	O
and	O
prediction	O
of	O
the	O
red	O
blood	O
cells’	O
trajectory	O
,	O
which	O
is	O
crucial	O
in	O
modeling	O
of	O
a	O
blood	O
flow	O
.	O
Training	B-DeepLearning
and	I-DeepLearning
testing	I-DeepLearning
sets	I-DeepLearning
used	O
for	O
neural	B-DeepLearning
network	I-DeepLearning
are	O
extracted	O
from	O
simulations	O
which	O
differ	O
only	O
in	O
initial	O
seeding	B-DeepLearning
of	O
the	O
cells	O
.	O
Besides	O
using	O
convolution	B-DeepLearning
or	O
fully	B-DeepLearning
connected	I-DeepLearning
layers	I-DeepLearning
,	O
we	O
also	O
used	O
a	O
relatively	O
new	O
type	O
of	O
layers	O
,	O
the	O
dense	B-DeepLearning
